,bill_type bill_name bill_ID, missing_votes, Arlen Specter (PA), Barack H. Obama (IL), BarbaraA Mikulski(MD), BarbaraBoxer(CA), Bill Nelson(FL), BlancheL.Lincoln(AR), ByronL.Dorgan(ND), C.SaxbyChambliss(GA), CarlLevin(MI), CharlesE.'Chuck' Grassley(IA), CharlesE.'Chuck'Schumer(NY), CharlesT.'Chuck' Hagel(NE), ChristopherJ.Dodd(CT), ChristopherS.'Kit'Bond(MO), ConradR.Burns(MT), CraigThomas(WY), DanielK.Inouye(HI), DanielKahikinaAkaka(HI), DavidB.Vitter (LA), DebbieAnnStabenow(MI), DianneFeinstein(CA), E. Benjamin'Ben'Nelson(NE), EdwardM.'Ted'Kennedy(MA), ElizabethH.Dole(NC), EvanBayh(IN), FrankR.Lautenberg(NJ), GeorgeFelixAllen(VA), GeorgeV.Voinovich(OH), GordonHaroldSmith(OR), HarryM.Reid(NV), HerbertH.’Herb'Kohl(WI), HillaryRodhamClinton(NY), JamesM.'Jim'Inhofe(OK), JamesM.'Jim'Talent(MO), JamesMerrill'Jim'Jeffords(VT), JeffBingaman(NM), JeffersonB.'Jeff'SessionsIII(AL), JimBunning(KY), JimW.DeMint(SC), JohnCornyn(TX), JohnD.'Jay'RockefellerIV(WV), JohnE.Sununu(NH), JohnEricEnsign(NV), JohnF.'Jack'Reed(RI), JohnForbesKerry(MA), JohnH.'Johnny'Isakson(GA), JohnR.Thune(SD), JohnS.McCain(AZ), JohnW.Warner(VA), JonKyl(AZ), JosephI.Lieberman(CT), JosephR.BidenJr.(DE), JuddA.Gregg(NH), KayBaileyHutchison(TX), KenSalazar(CO), KentConrad(ND), LamarAlexander(TN), LarryE.Craig(ID), Lincoln D. Chafee(RI), LindseyO.Graham(SC), LisaA.Murkowski(AK), MariaCantwell(WA), MarkDayton(MN), MarkPryor(AR), MaryL.Landrieu(LA), MaxS.Baucus(MT), MelMartinez(FL), MichaelB.Enzi(WY), MichaelD.'Mike'Crapo(ID), Michael'Mike'DeWine(OH), MitchMcConnell(KY), NormColeman(MN), OlympiaJ.Snowe(ME), OrrinG.Hatch(UT), PatRoberts(KS), PatrickJ.Leahy(VT), PattyMurray(WA), PaulS.Sarbanes(MD), PeteV.Domenici(NM), RichardC.Shelby(AL), RichardG.Lugar(IN), RichardJ.'Dick'Durbin(IL), RichardJ.'Rick'Santorum(PA), RichardM.Burr(NC), RobertC.Byrd(WV), RobertF.Bennett(UT), RobertMenendez(NJ), RonWyden(OR), RussellD.Feingold (WI), SamuelD.'Sam'Brownback(KS), SusanM.Collins(ME), TedStevens(AK), ThadCochran(MS), ThomasAllen'Tom'Coburn(OK), ThomasRichardCarper(DE), Thomas'Tom'Harkin(IA), TimP.Johnson(SD), TrentLott(MS), WayneA.Allard(CO), WilliamH.'Bill'Frist(TN)
233,Campaign Finance and Election Issues_Bipartisan Campaign Reform Act - Union Amendment_2942,21,1,0,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,0,1,0,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,0,1,0,1,1,1,0,0,1,-1,-1,1,1,-1,1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,-1,-1,1,-1,0,1,-1,0,1,1,-1,1,1,1,0,1,1,1,-1,-1,-1
234,Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2940,21,1,0,-1,1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,-1,0,-1,1,1,-1,0,-1,0,1,1,1,-1,1,1,1,0,1,-1,1,1,0,0,-1,0,1,-1,1,0,0,1,1,1,-1,-1,1,1,0,1,0,1,1,0,0,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,0,-1,1,0,-1,1,1,1,1,1,0,-1,1,-1,1,1,1
235,Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2950,21,1,0,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,1,1,1,-1,0,1,1,-1,-1,0,0,1,0,-1,1,1,0,0,1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,0,1,1,-1,1,1,1,0,1,1,1,-1,-1,-1
236,Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_3163,21,1,0,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,1,1,1,-1,0,1,1,-1,-1,0,0,1,0,-1,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,0,1,1,-1,1,-1,1,0,1,1,1,-1,-1,-1
237,Campaign Finance and Election Issues_Equal Protection of Voting Rights Act of 2001_3475,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
238,Defense_National Defense Authorization Act for Fiscal Year 2002_3086,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
239,Energy Issues_Securing America's Future Energy (SAFE) Act of 2001_3171,21,1,0,1,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,0,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,0,0,1,0,1,-1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
240,Executive Branch_Anthony Principi for Secretary of Veterans Affairs_2920,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
241,Executive Branch_John Ashcroft for Attorney General_2922,21,1,0,-1,-1,-1,-1,1,0,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,-1,0,1,1,1,-1,-1,-1,1,0,1,-1,1,1,0,0,-1,0,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,1,0,1,1,0,0,-1,-1,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,1,1,1,1,1,0,-1,-1,-1,1,1,1
242,Executive Branch_Martinez for Secretary of Housing and Urban Development_2919,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
243,Executive Branch_Norman Y. Mineta for Secretary of Transportation_2917,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
244,Executive Branch_Thompson for Secretary of Health and Human Services_2918,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
245,Government Reform_Homeland Security Act of 2002_3212,21,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,0,-1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
246,Health Issues_Greater Access to Affordable Pharmaceuticals Act_3196,21,1,0,1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,1,1,0,0,1,1,0,1,1,0,-1,1,-1,1,0,1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,-1,0,1,1,-1,1,1,1,0,1,1,1,-1,1,-1
247,Labor_Ergonomics Regulations resolution_2927,21,1,0,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,1,-1,-1,-1,1,0,1,-1,1,1,0,0,-1,0,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,1,0,0,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,-1,1,1,1
248,Military Issues_Use of Military Force Against Iraq_3201,21,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,0,1,0,1,1,1,1,1,1,1,0,-1,-1,1,1,0,0,1,0,1,-1,1,0,0,1,1,1,1,1,1,1,0,-1,0,1,-1,0,0,1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,1,1,1,1,1,1
249,"""Appropriations_Department of Defense Appropriations, FY2003 bill_3219""",22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
250,Appropriations_Department of Transportation Appropriations Act FY 2002_3449,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
251,Business and Consumers_Terrorism Insurance Bill_3460,22,1,0,1,1,1,1,1,0,1,-1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,1,0,1,1,0,0,0,1,1,-1,1,1,1,-1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
252,Education_No Child Left Behind Act_3149,22,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,0,1,1,-1,1,0,1,0,1,-1,1,1,1,1,1,0,-1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
253,Executive Branch_Christine Todd Whitman for Administrator of the EPA_2923,22,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
254,Executive Branch_Gale Ann Norton for Secretary of the Interior_2924,22,1,0,-1,-1,1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,-1,0,-1,0,1,1,1,1,1,-1,1,0,1,1,1,1,0,0,-1,0,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,1,0,1,1,0,0,1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,1,0,-1,1,1,1,1,1,0,1,-1,1,1,1,1
255,Foreign Aid and Policy Issues_International Courts Amendment_3146,22,-1,0,1,-1,1,1,1,0,-1,1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,0,0,-1,1,1,0,0,1,0,1,-1,1,0,0,1,1,1,1,-1,1,1,0,1,0,1,-1,0,0,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
256,National Security Issues_Military Force Authorization resolution_3067,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
257,National Security Issues_USA Patriot Act of 2001_3110,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
258,Trade Issues_Trade Act of 2002_3363,22,1,0,-1,-1,1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,-1,1,0,1,1,-1,1,0,0,-1,0,1,-1,1,0,0,1,1,1,1,-1,1,1,0,-1,0,1,1,0,0,1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,0,1,-1,1,1,1,1,0,1,-1,-1,1,1,1
259,Transportation Issues_Air Transportation Safety and System Stabilization Act_3070,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
260,Agriculture Issues_Farm Security and Rural Investment Act of 2002_3154,23,1,0,1,1,1,-1,1,0,1,1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,1,0,1,0,1,-1,-1,1,1,1,-1,0,1,1,1,-1,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,1,-1,-1,0,1,0,-1,-1,0,0,1,1,0,1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,1,0,1,-1,1,-1,0,1,0,0,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,-1
261,"""Appropriations_Energy and Water Development Appropriations Act, 2002_3119""",23,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
262,Appropriations_Interior Department Appropriations for FY 2002_3100,23,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,1,1,1,1,1,1
263,Appropriations_Treasury and General Government Appropriations Act 2002_3118,23,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,1,0,-1,0,0,1,0,-1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,-1,0,1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1
264,Business and Consumers_Accounting Industry Reform bill_3459,23,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
265,Defense_National Defense Authorization Act for Fiscal Year 2002_3474,23,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
266,Health Issues_Patients' Bill of Rights bill_3019,23,1,0,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,1,0,1,0,-1,-1,1,1,1,1,-1,0,-1,1,-1,-1,0,0,1,0,-1,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,-1,1,-1,0,1,-1,-1,1,1,1,0,-1,-1,1,-1,0,1,-1,0,1,1,-1,1,-1,-1,0,1,1,1,0,-1,-1
267,Social Issues_Hate Crimes Bill_3186,23,-1,0,1,1,1,1,1,0,1,-1,1,-1,1,0,-1,-1,1,1,0,1,1,1,1,0,1,0,-1,-1,1,1,1,1,-1,0,1,1,-1,-1,0,0,1,0,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,1,1,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,-1
268,Appropriations_Military Construction FY2002 Appropriations bill_3076,24,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
269,Appropriations_Military Construction FY2002 Appropriations bill_3099,24,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
270,"""Appropriations_Supplemental Appropriations, FY2002 bill_3229""",24,1,0,1,1,1,1,1,0,1,-1,1,-1,1,1,1,-1,1,1,0,1,1,1,0,0,-1,0,1,-1,1,1,1,1,1,0,1,0,-1,-1,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,-1,-1,1,1,1,0,1,1,1,-1,-1,1
271,Campaign Finance and Election Issues_Bipartisan Campaign Reform Act of 2001_2943,24,-1,0,-1,1,1,1,1,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,-1,-1,1,1,0,-1,0,-1,-1,1,-1,-1,1,1,0,-1,1,-1,1,0,0,-1,0,-1,1,1,0,0,-1,1,-1,-1,1,1,-1,0,1,0,1,-1,0,0,1,1,0,0,0,0,-1,-1,-1,1,0,-1,1,-1,1,1,1,1,-1,-1,1,1,0,1,1,0,-1,-1,-1,-1,1,1,0,-1,1,1,1,1,1
272,Campaign Finance and Election Issues_Equal Protection of Voting Rights Act of 2001_3157,24,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,1,1,1,1,0,1,0,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,-1,1,1,1
273,Campaign Finance and Election Issues_Help America Vote Act of 2002_3207,24,1,0,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
274,Family and Children Issues_Enhance AMBER Alert bill_3307,24,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
275,Abortion Issues_Military Abortion Amendment_3453,25,1,0,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,0,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,-1,1,1,-1,0,1,1,-1,-1,0,0,1,0,-1,1,1,0,0,-1,-1,-1,1,1,-1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,0,0,1,-1,0,1,1,-1,1,1,-1,0,1,1,1,-1,-1,-1
276,"""Appropriations_Department of Defense Appropriations, FY2003 bill_3221""",25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,0,1
277,Appropriations_Veterans Affairs and HUD Appropriations Act of 2002_3126,25,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
278,Executive Branch_Objection to Presidential Electoral Vote Certificate_3448,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
279,"""Budget, Spending and Taxes_Congressional Budget resolution FY 2001_2724""",29,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,-1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
280,"""Budget, Spending and Taxes_Death/Estate Tax Elimination Act of 2000_2814""",29,-1,0,-1,-1,0,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,0,-1,1,0,1,-1,1,1,1,1,0,0,-1,-1,1,1,1
281,Civil Liberties_Flag Desecration amendment_2692,29,1,0,-1,-1,0,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,1,0,-1,0,1,-1,0,1,1,1,-1,0,1,0,-1,-1,1,1,0,0,1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,0,-1,-1,1,1,1,1,0,0,-1,1,1,1,1
282,Environmental Issues_Arctic National Wildlife Refuge Drilling amendment_2704,29,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,1,1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
